split,filename,domain,lhs_class,rhs_class,lhs_area,rhs_area,violation_ratio,objects_in_image,lhs_bbox_index,rhs_bbox_index,review_reason
test,DAMIMAS_A21B_0321_4.jpg,DAMIMAS,B1,B2,10372,15999,1.542,5,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0685_4.jpg,DAMIMAS,B3,B4,18888,29134,1.542,6,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0085_2.jpg,DAMIMAS,B1,B3,17184,26500,1.542,7,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0801_2.jpg,DAMIMAS,B2,B3,20624,31802,1.542,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0097_1.jpg,DAMIMAS,B2,B3,7752,11951,1.542,6,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0392_4.jpg,DAMIMAS,B2,B3,11859,18281,1.542,6,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0365_2.jpg,DAMIMAS,B3,B4,5287,8150,1.541,8,6,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0544_4.jpg,DAMIMAS,B3,B4,8620,13286,1.541,5,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0702_4.jpg,DAMIMAS,B3,B4,13742,21179,1.541,4,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0494_3.jpg,DAMIMAS,B2,B4,7242,11158,1.541,6,5,3,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0668_4.jpg,DAMIMAS,B3,B4,5092,7845,1.541,6,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,LONSUM_A21A_0070_3.jpg,LONSUM,B2,B3,10075,15521,1.540,3,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0385_4.jpg,DAMIMAS,B1,B3,5456,8403,1.540,7,0,5,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0567_4.jpg,DAMIMAS,B3,B4,6529,10055,1.540,6,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0557_3.jpg,DAMIMAS,B3,B4,930,1432,1.540,7,6,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0660_1.jpg,DAMIMAS,B2,B3,5345,8230,1.540,6,5,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0105_1.jpg,DAMIMAS,B3,B4,5511,8486,1.540,6,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0266_2.jpg,DAMIMAS,B1,B2,8975,13816,1.539,6,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0447_4.jpg,DAMIMAS,B3,B4,4294,6609,1.539,5,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0483_3.jpg,DAMIMAS,B1,B2,8830,13590,1.539,3,0,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0629_3.jpg,DAMIMAS,B2,B3,43113,66353,1.539,4,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0085_2.jpg,DAMIMAS,B1,B2,17184,26443,1.539,7,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0396_1.jpg,DAMIMAS,B1,B2,17918,27545,1.537,7,5,0,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0270_1.jpg,DAMIMAS,B1,B3,13237,20347,1.537,4,2,1,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0475_2.jpg,DAMIMAS,B2,B4,3661,5627,1.537,5,3,2,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0600_2.jpg,DAMIMAS,B1,B4,18623,28615,1.537,8,1,4,B1 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0359_3.jpg,DAMIMAS,B1,B2,7739,11890,1.536,6,2,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0811_4.jpg,DAMIMAS,B1,B3,7793,11970,1.536,6,0,3,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0682_4.jpg,DAMIMAS,B2,B4,13611,20906,1.536,5,4,1,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0001_3.jpg,DAMIMAS,B2,B3,9652,14824,1.536,4,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0844_4.jpg,DAMIMAS,B2,B3,9528,14628,1.535,5,3,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0086_2.jpg,DAMIMAS,B2,B3,7640,11729,1.535,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0355_1.jpg,DAMIMAS,B2,B3,2865,4398,1.535,7,6,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0066_4.jpg,DAMIMAS,B1,B2,13467,20675,1.535,7,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0217_3.jpg,DAMIMAS,B1,B3,16589,25468,1.535,5,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0588_1.jpg,DAMIMAS,B3,B4,15617,23954,1.534,5,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0634_1.jpg,DAMIMAS,B2,B3,18462,28318,1.534,8,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0392_4.jpg,DAMIMAS,B2,B3,11859,18190,1.534,6,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0550_4.jpg,DAMIMAS,B2,B3,7503,11508,1.534,6,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0172_3.jpg,DAMIMAS,B2,B3,11673,17902,1.534,5,3,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0378_4.jpg,DAMIMAS,B1,B3,6417,9838,1.533,6,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0407_1.jpg,DAMIMAS,B2,B3,9339,14318,1.533,6,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0251_4.jpg,DAMIMAS,B2,B3,6607,10126,1.533,6,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0147_1.jpg,DAMIMAS,B2,B4,5413,8291,1.532,6,3,5,B2 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0796_3.jpg,DAMIMAS,B3,B4,22436,34355,1.531,3,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0688_1.jpg,DAMIMAS,B1,B3,49614,75968,1.531,5,0,4,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0789_1.jpg,DAMIMAS,B1,B3,11774,18020,1.531,7,3,5,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0308_2.jpg,DAMIMAS,B3,B4,10453,15997,1.530,4,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0494_1.jpg,DAMIMAS,B1,B4,4676,7155,1.530,7,0,2,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0174_3.jpg,DAMIMAS,B3,B4,4490,6870,1.530,7,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0525_1.jpg,DAMIMAS,B2,B3,5489,8398,1.530,5,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0823_4.jpg,DAMIMAS,B1,B3,14345,21941,1.530,6,0,5,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0427_3.jpg,DAMIMAS,B2,B3,8578,13119,1.529,7,5,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0837_8.jpg,DAMIMAS,B1,B3,11398,17430,1.529,5,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0544_2.jpg,DAMIMAS,B2,B3,15866,24261,1.529,5,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0820_5.jpg,DAMIMAS,B2,B3,12619,19293,1.529,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0769_2.jpg,DAMIMAS,B2,B3,12573,19221,1.529,7,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0428_3.jpg,DAMIMAS,B3,B4,11391,17413,1.529,7,3,6,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0330_3.jpg,DAMIMAS,B1,B3,4065,6215,1.529,6,4,5,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0539_3.jpg,DAMIMAS,B3,B4,3774,5768,1.528,8,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0684_2.jpg,DAMIMAS,B2,B3,31705,48458,1.528,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0037_2.jpg,DAMIMAS,B2,B3,4885,7466,1.528,6,5,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0225_3.jpg,DAMIMAS,B1,B3,30914,47233,1.528,2,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0100_1.jpg,DAMIMAS,B3,B4,7000,10694,1.528,8,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0523_3.jpg,DAMIMAS,B2,B3,4620,7057,1.527,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0820_4.jpg,DAMIMAS,B2,B3,29920,45701,1.527,5,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0517_3.jpg,DAMIMAS,B2,B3,9923,15156,1.527,7,6,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0657_1.jpg,DAMIMAS,B3,B4,4190,6398,1.527,7,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0006_1.jpg,DAMIMAS,B3,B4,9569,14614,1.527,3,0,1,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0428_4.jpg,DAMIMAS,B1,B2,18439,28143,1.526,7,1,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0440_3.jpg,DAMIMAS,B2,B3,7050,10761,1.526,7,3,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0607_4.jpg,DAMIMAS,B1,B2,33928,51782,1.526,6,0,3,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0803_3.jpg,DAMIMAS,B3,B4,11601,17704,1.526,7,6,4,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0419_2.jpg,DAMIMAS,B2,B3,12845,19599,1.526,6,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0566_2.jpg,DAMIMAS,B2,B3,7452,11370,1.526,7,5,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0358_2.jpg,DAMIMAS,B2,B3,3786,5775,1.525,8,0,6,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0831_6.jpg,DAMIMAS,B3,B4,14699,22421,1.525,7,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0211_3.jpg,DAMIMAS,B1,B2,11375,17349,1.525,6,2,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0376_1.jpg,DAMIMAS,B3,B4,6304,9610,1.524,5,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0634_4.jpg,DAMIMAS,B1,B2,29281,44638,1.524,7,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0641_1.jpg,DAMIMAS,B3,B4,27717,42247,1.524,7,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0285_2.jpg,DAMIMAS,B1,B4,6550,9983,1.524,7,1,3,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0140_3.jpg,DAMIMAS,B3,B4,11136,16968,1.524,6,5,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0673_4.jpg,DAMIMAS,B2,B3,32829,50016,1.524,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0739_2.jpg,DAMIMAS,B3,B4,18073,27534,1.523,6,0,2,B3 lebih kecil dari B4 dalam gambar yang sama
val,LONSUM_A21A_0078_4.jpg,LONSUM,B2,B4,4493,6844,1.523,4,0,2,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0607_1.jpg,DAMIMAS,B2,B3,31881,48549,1.523,6,5,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0512_2.jpg,DAMIMAS,B2,B3,14784,22500,1.522,6,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0280_4.jpg,DAMIMAS,B2,B3,18653,28382,1.522,3,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0650_4.jpg,DAMIMAS,B3,B4,1984,3019,1.521,6,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0082_1.jpg,DAMIMAS,B1,B3,10132,15413,1.521,3,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0098_1.jpg,DAMIMAS,B2,B4,7751,11790,1.521,5,0,1,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0606_1.jpg,DAMIMAS,B2,B3,19930,30312,1.521,7,3,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0082_4.jpg,DAMIMAS,B2,B3,11408,17351,1.521,5,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0512_1.jpg,DAMIMAS,B2,B3,9805,14912,1.521,7,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0135_4.jpg,DAMIMAS,B1,B2,7773,11820,1.521,5,1,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0773_1.jpg,DAMIMAS,B2,B3,15726,23916,1.521,6,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0263_3.jpg,DAMIMAS,B1,B2,13793,20967,1.520,5,0,4,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0262_2.jpg,DAMIMAS,B2,B3,9611,14608,1.520,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0783_4.jpg,DAMIMAS,B3,B4,4624,7028,1.520,6,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0354_3.jpg,DAMIMAS,B1,B3,7280,11064,1.520,8,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0647_1.jpg,DAMIMAS,B1,B3,35252,53561,1.519,4,3,1,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0479_3.jpg,DAMIMAS,B3,B4,4596,6983,1.519,5,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0052_4.jpg,DAMIMAS,B1,B4,6151,9345,1.519,7,6,3,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0478_4.jpg,DAMIMAS,B2,B4,2876,4369,1.519,6,5,2,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0561_3.jpg,DAMIMAS,B2,B3,8808,13379,1.519,5,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0500_4.jpg,DAMIMAS,B3,B4,4886,7421,1.519,5,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0140_3.jpg,DAMIMAS,B1,B2,12735,19342,1.519,6,1,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,LONSUM_A21A_0004_2.jpg,LONSUM,B2,B3,8717,13235,1.518,4,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0789_3.jpg,DAMIMAS,B2,B4,20665,31357,1.517,6,5,1,B2 lebih kecil dari B4 dalam gambar yang sama
val,LONSUM_A21A_0078_1.jpg,LONSUM,B3,B4,6749,10240,1.517,5,2,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0371_2.jpg,DAMIMAS,B2,B3,9429,14306,1.517,5,2,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0520_1.jpg,DAMIMAS,B1,B2,19177,29090,1.517,3,2,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0281_1.jpg,DAMIMAS,B2,B3,9773,14823,1.517,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0457_2.jpg,DAMIMAS,B3,B4,2862,4341,1.517,8,5,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0486_4.jpg,DAMIMAS,B3,B4,3603,5464,1.517,4,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0501_3.jpg,DAMIMAS,B2,B3,852,1292,1.516,6,2,4,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0388_1.jpg,DAMIMAS,B1,B3,9686,14688,1.516,5,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0575_3.jpg,DAMIMAS,B2,B3,16896,25620,1.516,7,5,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0485_1.jpg,DAMIMAS,B1,B3,5471,8295,1.516,3,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0787_4.jpg,DAMIMAS,B2,B3,8949,13566,1.516,3,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0060_4.jpg,LONSUM,B2,B3,27661,41922,1.516,3,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0840_7.jpg,DAMIMAS,B1,B2,11898,18029,1.515,6,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,LONSUM_A21A_0098_3.jpg,LONSUM,B2,B3,8876,13450,1.515,3,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0571_1.jpg,DAMIMAS,B1,B3,17803,26972,1.515,5,4,1,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0126_1.jpg,DAMIMAS,B1,B3,3592,5441,1.515,5,0,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0470_4.jpg,DAMIMAS,B2,B3,5715,8656,1.515,6,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0060_4.jpg,DAMIMAS,B1,B4,6345,9611,1.515,4,3,2,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0159_1.jpg,DAMIMAS,B2,B4,3308,5010,1.514,4,3,2,B2 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0125_4.jpg,DAMIMAS,B2,B3,7006,10610,1.514,5,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0702_2.jpg,DAMIMAS,B3,B4,13461,20384,1.514,3,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0169_1.jpg,DAMIMAS,B3,B4,6559,9929,1.514,8,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0834_7.jpg,DAMIMAS,B3,B4,12150,18389,1.514,6,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0236_1.jpg,DAMIMAS,B2,B4,15959,24144,1.513,4,3,1,B2 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0063_2.jpg,DAMIMAS,B1,B2,10876,16453,1.513,5,1,3,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0124_3.jpg,DAMIMAS,B2,B4,13792,20859,1.512,5,3,0,B2 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0824_5.jpg,DAMIMAS,B2,B3,16775,25362,1.512,5,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0285_4.jpg,DAMIMAS,B3,B4,3408,5152,1.512,9,2,8,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0132_1.jpg,DAMIMAS,B1,B4,13515,20431,1.512,4,3,0,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0326_2.jpg,DAMIMAS,B3,B4,4993,7547,1.512,3,0,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0578_4.jpg,DAMIMAS,B1,B2,12595,19039,1.512,3,2,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0152_3.jpg,DAMIMAS,B1,B2,9306,14065,1.511,6,1,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0293_2.jpg,DAMIMAS,B2,B3,17680,26721,1.511,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0840_5.jpg,DAMIMAS,B1,B2,18723,28292,1.511,7,0,5,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0808_2.jpg,DAMIMAS,B3,B4,30948,46760,1.511,5,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0682_1.jpg,DAMIMAS,B1,B3,23592,35642,1.511,5,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0827_1.jpg,DAMIMAS,B3,B4,5111,7718,1.510,6,5,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0134_1.jpg,DAMIMAS,B3,B4,3070,4636,1.510,5,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0197_3.jpg,DAMIMAS,B3,B4,10433,15755,1.510,3,0,1,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0614_3.jpg,DAMIMAS,B2,B3,20607,31099,1.509,6,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0724_3.jpg,DAMIMAS,B1,B3,19174,28934,1.509,4,2,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0600_1.jpg,DAMIMAS,B2,B3,51250,77331,1.509,7,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0417_4.jpg,DAMIMAS,B3,B4,5346,8066,1.509,6,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0374_1.jpg,DAMIMAS,B2,B3,3757,5669,1.509,7,2,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0119_1.jpg,DAMIMAS,B1,B2,18016,27175,1.508,5,0,3,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0078_3.jpg,DAMIMAS,B1,B3,3725,5618,1.508,6,5,2,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0547_1.jpg,DAMIMAS,B2,B3,5397,8139,1.508,7,1,5,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0712_3.jpg,DAMIMAS,B3,B4,15059,22711,1.508,6,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0224_2.jpg,DAMIMAS,B1,B3,23508,35446,1.508,4,1,0,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0405_2.jpg,DAMIMAS,B2,B3,7422,11190,1.508,3,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0557_2.jpg,DAMIMAS,B1,B4,3798,5726,1.508,6,1,3,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0320_4.jpg,DAMIMAS,B2,B3,21129,31850,1.507,6,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0048_3.jpg,LONSUM,B2,B3,9690,14607,1.507,4,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0099_2.jpg,DAMIMAS,B1,B2,10446,15744,1.507,6,3,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0594_2.jpg,DAMIMAS,B3,B4,8018,12084,1.507,6,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0520_4.jpg,DAMIMAS,B2,B3,13950,21022,1.507,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0611_3.jpg,DAMIMAS,B2,B3,19075,28743,1.507,5,3,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0314_3.jpg,DAMIMAS,B2,B3,7665,11550,1.507,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0423_3.jpg,DAMIMAS,B1,B4,4868,7334,1.507,7,0,6,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0650_4.jpg,DAMIMAS,B2,B3,6549,9866,1.507,6,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0185_3.jpg,DAMIMAS,B1,B3,12820,19313,1.506,6,0,4,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0747_2.jpg,DAMIMAS,B3,B4,7979,12019,1.506,9,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0665_4.jpg,DAMIMAS,B2,B3,2632,3963,1.506,6,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0771_2.jpg,DAMIMAS,B2,B3,5475,8245,1.506,4,3,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0749_2.jpg,DAMIMAS,B2,B3,14213,21397,1.505,6,1,5,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0178_2.jpg,DAMIMAS,B3,B4,12289,18500,1.505,5,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0149_1.jpg,DAMIMAS,B1,B4,8019,12070,1.505,7,0,4,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0394_1.jpg,DAMIMAS,B3,B4,6741,10143,1.505,6,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
